20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |100|0|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
22157|ICM 366E||Ervin  Garip|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |17|0|ICM
22158|ICM 366E||--|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |0|0|ICM
22159|CAB 188||Tolgahan  Çoğulu|TMB|Pazartesi |1330/1529 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22160|ICM 366E||Emine  Görgül|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |8|0|ICM
22161|CAB 194||Ünal  Yürük|TMB|Pazartesi |1330/1529 |--- |5|0|MUZ, THO
22162|ICM 449E||Ervin  Garip|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |2|0|ICM
22163|CAB 196||Cenk  Öztürk|TMB|Pazartesi |1330/1529 |--- |5|0|MTR, MUT, MUZ, MZT
22164|ICM 449E||--|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |0|0|ICM
22165|ICM 449E||Sema  Yalçıntaş|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |2|0|ICM
22166|CAB 2014||Zeynep  Barut|TMB|Pazartesi |1530/1729 |--- |5|0|MTR, MUT, MUZ, MZT
22167|ICM 408E||Seniye Banu Garip|MMB|Salı |1030/1229 |--- |80|0|ICM
22168|CAB 2102||İbragım  Orazov|TMB|Pazartesi |1530/1729 |--- |6|0|MTR, MUT, MUZ, MZT
22169|ICM 4902||Ethem  Gürer|MMB|---- |/ |--- |100|0|ICM
22170|CAB 2102||Pınar  Tezişçi|TMB|Pazartesi |1530/1729 |--- |5|0|MTR, MUT, MUZ, MZT
22171|ICM 4902E||Ethem  Gürer|MMB|---- |/ |--- |100|0|ICM
22172|CAB 252||Ayşe Serap Çağlayan|TMB|Pazartesi |1530/1729 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22174|CAB 254||Göknil Bişak Özdemir|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22175|TES 121E||Ethem  Gürer|MMBMMB|Pazartesi Perşembe |0830/1229 0830/1229 |214 214 |0|0|ENTE, EUT, EUTE, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
22176|CAB 256||Ahmet Serhat Turunç|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUZ, SES, THO
22177|TES 121E||Ahmet  Gün|MMBMMB|Pazartesi Perşembe |0830/1229 0830/1229 |217D 217D |0|0|ENTE, EUT, EUTE, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
22178|CAB 258||Şendoğan  Karadeli|TMB|Pazartesi |1530/1729 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22179|TES 121E||Demet  Arslan Dinçay|MMBMMB|Pazartesi Perşembe |0830/1229 0830/1229 |CATI3 CATI3 |0|0|ENTE, EUT, EUTE, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
22180|CAB 258||Metin  Eke|TMB|Pazartesi |1530/1729 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22181|TES 122E||Ethem  Gürer|MMB|Cuma |0830/1229 |--- |0|0|ENTE, EUT, EUTE, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
22182|CAB 258||Engin Şafak Gürler|TMB|Pazartesi |1530/1729 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22183|TES 122E||Ahmet  Gün|MMB|Cuma |0830/1229 |--- |0|0|ENTE, EUT, EUTE, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
22184|CAB 258||Erdoğan  Eskimez|TMB|Pazartesi |1530/1729 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22185|CAB 260||Osman  Kırklıkçı|TMB|Pazartesi |1530/1729 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22187|CAB 260||Sarper  Eroğlu|TMB|Pazartesi |1530/1729 |--- |6|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22189|CAB 260||Mehmet  Bitmez|TMB|Pazartesi |1530/1729 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22190|CAB 262||Burak  Malçok|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUZ
22191|CAB 264||Cem  Ekmen|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUZ, THO
22192|CAB 268||Sezgin  Unan|TMB|Pazartesi |1530/1729 |--- |5|0|MTR, MUZ, THO
22193|CAB 270||Neva  Özgen Kösoğlu|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22194|CAB 274||Aydın  Balcı|TMB|Pazartesi |1530/1729 |--- |5|0|MUZ, THO
22195|CAB 276||Ferhan  Yeprem|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, THO
22196|CAB 280||Salim  Sınar|TMB|Pazartesi |1530/1729 |--- |10|0|THO
22197|CAB 282||Serhat Tansu Altuğ|TMB|Pazartesi |1530/1729 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUZ
22198|CAB 288||Tufan  Kurdoğlu|TMB|Pazartesi |1530/1729 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22199|CAB 288||Tolgahan  Çoğulu|TMB|Pazartesi |1530/1729 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22200|CAB 3102||Pınar  Tezişçi|TMB|Çarşamba |1030/1229 |--- |5|0|MTR
22201|CAB 352||Safinaz  Rizeli|TMB|Çarşamba |1030/1229 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, MUT, SES
22202|CAB 354||Birol  Yayla|TMB|Çarşamba |1030/1229 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, SES
22203|CAB 358||Şendoğan  Karadeli|TMB|Çarşamba |1030/1229 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, SES
22204|CAB 358||Erdoğan  Eskimez|TMB|Çarşamba |1030/1229 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, SES
22205|CAB 360||Sarper  Eroğlu|TMB|Çarşamba |1030/1229 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, SES
22206|CAB 368||Sezgin  Unan|TMB|Çarşamba |1030/1229 |--- |5|0|MTR
22207|CAB 370||Neva  Özgen Kösoğlu|TMB|Çarşamba |1030/1229 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT
22208|CAB 370||Hatice  Doğan Sevinç|TMB|Çarşamba |1030/1229 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT
22209|CAB 376||Ferhan  Yeprem|TMB|Çarşamba |1030/1229 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT
22210|CAB 380||Serhat Tansu Altuğ|TMB|Çarşamba |1030/1229 |--- |5|0|CGM6, CGM7, CGM8, MTR
22211|CAB 386||Tufan  Kurdoğlu|TMB|Çarşamba |1030/1229 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR
22212|CAB 396||Gülyar  Say|TMB|Çarşamba |1030/1229 |--- |5|0|MTR
22213|CAB 4102||İbragım  Orazov|TMB|Çarşamba |1330/1529 |--- |5|0|MTR
22214|CAB 452||Ayşegül  Kostak Toksoy|TMB|Çarşamba |1330/1529 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, SES
22215|CAB 452||Safinaz  Rizeli|TMB|Çarşamba |1330/1529 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, SES
22216|CAB 454||Birol  Yayla|TMB|Çarşamba |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, SES
22217|CAB 458||Engin Şafak Gürler|TMB|Çarşamba |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, SES
22218|CAB 460||Sarper  Eroğlu|TMB|Çarşamba |1330/1529 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, SES
22219|CAB 462||Burak  Malçok|TMB|Çarşamba |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR
22220|CAB 464||Cem  Ekmen|TMB|Çarşamba |0830/1029 |--- |5|0|CGM6, CGM7, CGM8, MTR
22221|CAB 486||Tufan  Kurdoğlu|TMB|Çarşamba |1330/1529 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR
22222|CAB 496||Cenk  Öztürk|TMB|Çarşamba |1330/1529 |--- |5|0|MTR
22223|CAB 108||Adnan  Koç|TMB|---- |/ |--- |5|0|CAB, CEB
22224|CAB 108||Cihangir  Terzi|TMB|---- |/ |--- |5|0|CAB, CEB
22225|CAB 108||Engin Şafak Gürler|TMB|---- |/ |--- |5|0|CAB, CEB
22226|CAB 110||Mehmet  Bitmez|TMB|---- |/ |--- |5|0|CAB, CEB
22227|CAB 140||Kadir  Verim|TMB|---- |/ |--- |5|0|CAB, CEB
22228|CAB 146||Safinaz  Rizeli|TMB|---- |/ |--- |5|0|CAB, CEB
22229|CAB 146||Ayşegül  Kostak Toksoy|TMB|---- |/ |--- |5|0|CAB, CEB
22230|CAB 206||Ahmet Serhat Turunç|TMB|---- |/ |--- |5|0|CAB, CEB
22231|CAB 208||Adnan  Koç|TMB|---- |/ |--- |5|0|CAB, CEB
22232|CAB 208||Cihangir  Terzi|TMB|---- |/ |--- |5|0|CAB, CEB
22233|CAB 210||Mehmet  Bitmez|TMB|---- |/ |--- |5|0|CAB, CEB
22234|CAB 210||Sarper  Eroğlu|TMB|---- |/ |--- |5|0|CAB, CEB
22235|CAB 246||Ayşegül  Kostak Toksoy|TMB|---- |/ |--- |5|0|CAB, CEB
22236|CAB 310||Sarper  Eroğlu|TMB|---- |/ |--- |5|0|CAB, CEB
22237|CAB 318||Cihan  Yurtcu|TMB|---- |/ |--- |5|0|CAB, CEB
22238|CAB 320||Özlem  Kolat Çakmaksoy|TMB|---- |/ |--- |5|0|CAB, CEB
22239|CAB 324||Cem  Önertürk|TMB|---- |/ |--- |5|0|CAB, CEB, CGM5
22240|CAB 332||Ali Cihat Aşkın|TMB|---- |/ |--- |5|0|CAB, CEB
22241|CAB 404||Ünal  Yürük|TMB|---- |/ |--- |5|0|CAB, CEB
22242|CAB 442||Devlet Devrim Öztaş|TMB|---- |/ |--- |5|0|CAB, CEB
22243|CAB 426||Serhat Tansu Altuğ|TMB|---- |/ |--- |5|0|CAB, CEB
22244|CAB 408||Cihangir  Terzi|TMB|---- |/ |--- |5|0|CAB, CEB
22245|CAB 408||Erdoğan  Eskimez|TMB|---- |/ |--- |5|0|CAB, CEB
22246|CAB 418||Cihan  Yurtcu|TMB|---- |/ |--- |5|0|CAB, CEB
22247|CAB 434||Özlem  Kolat Çakmaksoy|TMB|---- |/ |--- |5|0|CAB, CEB
22248|CAB 434||Gülyar  Say|TMB|---- |/ |--- |5|0|CAB, CEB
22250|CAB 430||Lale  Akay|TMB|---- |/ |--- |5|0|CAB, CEB
22251|CAB 436||Zeynep  Barut|TMB|---- |/ |--- |5|0|CAB, CEB
22252|CAB 438||Onur  Özkaya|TMB|---- |/ |--- |5|0|CAB, CEB
22253|CAB 440||Ferhan  Yeprem|TMB|---- |/ |--- |5|0|CAB, CEB
22254|CAB 442||Devlet Devrim Öztaş|TMB|---- |/ |--- |5|0|CAB, CEB
22255|CAB 446||Safinaz  Rizeli|TMB|---- |/ |--- |5|0|CAB, CEB
22256|CAB 450||Tolgahan  Çoğulu|TMB|---- |/ |--- |5|0|CAB, CEB
22257|CAB 4636||Hatice  Doğan Sevinç|TMB|---- |/ |--- |5|0|CAB
22258|MTO 492||Ahmet Duran Şahin|UUB|---- |/ |--- |500|0|MTO
22259|MTO 492E||Ahmet Duran Şahin|UUB|---- |/ |--- |500|0|MTO, MTOE
22260|MTO 494||Ahmet Duran Şahin|UUB|---- |/ |--- |500|0|MTO
22261|MTO 4902||Ahmet Duran Şahin|UUB|---- |/ |--- |500|0|MTO
22262|MTO 460E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1430/1729 |D209 |10|0|MTO, MTOE
22263|ETK 101||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |1430/1529 |D210 |70|0|MTO
22264|TEK 116E||İkilem  Göcek, Meltem  Yanılmaz|MKB|Perşembe |0830/1129 |D374 |35|0|TEKE
22265|TEK 116E||Alper  Gürarslan|MKB|Perşembe |0830/1129 |D360 |35|0|TEKE
22266|MTO 214E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Pazartesi Salı |1130/1329 1230/1429 |D108 D108 |35|0|MTO, MTOE
22267|DAN 102||Nazan  Okur|MKB|Çarşamba |1530/1729 |--- |100|0|TEK, TEKE
22268|DAN 301||Ahmet Duran Şahin, Barış  Çaldağ|UUB|Çarşamba |1530/1729 |D-Z08 |70|0|MTO
22269|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Perşembe |1330/1629 |---- |40|0|TEK, TEKE
22270|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |40|0|TEK, TEKE
22271|RES 107E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Pazartesi |1330/1629 |R362 |40|0|TEK, TEKE
22272|MTO 222||Barış  Çaldağ|UUBUUB|Perşembe Cuma |1430/1629 0830/1029 |D111 D111 |70|0|MTO
22273|MTO 112||Levent  Şaylan, Barış  Çaldağ|UUBUUB|Salı Perşembe |0930/1129 0930/1129 |D216 D216 |70|0|MTO
22274|TEK 233E||Fatma Banu Nergis, Yeşim  Beceren|MKB|Salı |0830/1129 |D361A |35|0|TEK, TEKE, TEKM
22275|TEK 234E||Burçak  Karagüzel Kayaoğlu|MKB|Pazartesi |1330/1629 |D376 |35|0|TEKE, TEKM
22276|TEK 234E||İlkay Özsev Yüksek|MKB|Salı |0830/1129 |D361B |35|0|TEKE, TEKM
22277|TEK 254E||Cevza  Candan|MKB|Salı |1330/1629 |D378 |35|0|TEKE, TEKM
22278|TEK 254E||Nuray  Uçar|MKB|Salı |1330/1629 |D380A |35|0|TEKE, TEKM
22279|MTO 354||Levent  Şaylan|UUB|Pazartesi |0830/1129 |D210 |10|0|MTO
22280|TEK 316E||Berdan  Kalav|MKBMKB|Salı Perşembe |0830/1029 1030/1229 |D368B D378 |35|0|TEK, TEKE, TEKM
22281|TEK 316E||Gülay  Özcan|MKBMKB|Salı Perşembe |1030/1229 0830/1029 |D380B D378 |35|0|TEK, TEKE, TEKM
22282|MTO 102||Hüsnü Barbaros Soyer|UUB|Cuma |1430/1729 |BIL1 |70|0|MTO
22283|TEK 308E||Osman Bülent Özipek, Nazan  Okur|MKBMKB|Pazartesi Çarşamba |0830/1029 1330/1529 |D368B D357 |35|0|TEKE
22284|TEK 308E||Fatma Banu Nergis, Yeşim  Beceren|MKBMKB|Pazartesi Çarşamba |0830/1029 1330/1529 |D374 D361B |35|0|TEKE
22285|BIL 112E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |0830/1129 |BIL1 |70|0|MTO, MTOE, UCK, UCKE
22286|TEK 352E||Emel  Önder Karaoğlu|MKBMKB|Pazartesi Cuma |1330/1529 1030/1229 |D378 --- |40|0|TEK, TEKE, TEKM
22287|TEK 352E||Ömer Berk Berkalp|MKBMKB|Pazartesi Cuma |1330/1529 1030/1229 |D381A D381A |40|0|TEK, TEKE, TEKM
22288|MTO 214||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Pazartesi Salı |1130/1329 1230/1429 |D215 D215 |35|0|MTO, MTOM
22289|TEK 392E||Ali  Kılıç|MKB|Pazartesi |1130/1229 |D353 |80|0|TEKE
22290|DAN 301||İkilem  Göcek|MKB|Çarşamba |1530/1729 |--- |80|0|TEK, TEKE
22291|MTO 426E||Ceyhan  Kahya|UUB|Perşembe |1130/1429 |D111 |70|0|MTO, MTOM
22292|ETK 101E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Çarşamba |1130/1229 |D357 |60|0|TEK, TEKE
22293|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Çarşamba |0830/1129 |D357 |60|0|TEK, TEKE
22294|MTO 456||Ceyhan  Kahya|UUB|Çarşamba |0830/1129 |D214 |10|0|MTO
22295|MTO 453E||Yurdanur  Ünal|UUB|Çarşamba |0830/1129 |D215 |10|0|MTO, MTOE
22296|MTO 254||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Salı |1430/1729 |D214 |35|0|MTO, MTOM
22297|MTO 340E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Pazartesi Çarşamba |1530/1729 1230/1429 |D210 D210 |35|0|MTO
22298|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Perşembe |1330/1629 |D317 |60|0|TEK, TEKE
22299|MTO 225||Hatice Sema Topçu|UUB|Perşembe |1430/1729 |D215 |40|0|FIZ, MTO
22300|MUK 207E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Perşembe |0830/1129 |D357 |35|0|TEK, TEKE
22301|MTO 388||Filiz  Türk Katırcıoğlu|UUB|Cuma |0930/1229 |BIL1 |70|0|MTO
22302|MUK 207E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Cuma |1400/1659 |D378 |35|0|TEK, TEKE
22303|TEK 327E||Hande  Sezgin|MKB|Perşembe |1230/1429 |D380B |35|0|TEK, TEKE
22304|MTO 445E||Mikdat  Kadıoğlu|UUBUUB|Salı Çarşamba |0930/1129 0830/1129 |D210 D210 |40|0|MTO, MTOE
22305|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Cuma |0830/1129 |D380B |45|0|TEK, TEKE
22306|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Cuma |0830/1129 |D380A |45|0|TEK, TEKE
22307|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Çarşamba |0830/1129 |D361B |45|0|TEK, TEKE
22308|CEV 243E||Umut Kıvanç Şahin|MKB|Pazartesi |0830/1129 |D357 |30|0|TEK, TEKE
22309|TEK 354E||Berdan  Kalav|MKB|Pazartesi |0830/1129 |D380B |30|0|TEK, TEKE
22310|TEK 414E||Ali  Kılıç|MKB|Perşembe |1330/1629 |D380A |30|0|TEK, TEKE
22311|TEK 418E||İpek  Yalçın Eniş|MKB|Perşembe |0830/1129 |D380A |30|0|TEK, TEKE
22312|TEK 419E||Hande  Sezgin|MKB|Cuma |0830/1129 |D381B |30|0|TEK, TEKE
22313|TEK 422E||Berdan  Kalav|MKB|Salı |1330/1629 |D380B |30|0|TEK, TEKE
22314|TEK 424E||Cevza  Candan, Sena  Duru|MKB|Salı |0830/1129 |D380A |30|0|TEK, TEKE
22315|TEK 412E||Umut Kıvanç Şahin|MKB|Pazartesi |1330/1629 |D380A |30|0|TEK, TEKE
22316|TEK 416E||Selin Hanife Eryürük, Belgin  Görgün|MKB|Cuma |1400/1659 |D360 |30|0|TEK, TEKE
22317|TEK 426E||Canan  Sarıçam, Fatma  Kalaoğlu|MKB|Pazartesi |0830/1129 |D380A |30|0|TEK, TEKE
22318|TEK 434E||Özgür  Atalay, Alper  Gürarslan|MKB|Çarşamba |0830/1129 |D360 |30|0|TEK, TEKE
22319|TEK 458E||Belgin  Görgün|MKB|Pazartesi |1330/1629 |D359 |30|0|TEK, TEKE
22320|TEK 478E||Nevin Çiğdem Gürsoy|MKB|Çarşamba |1230/1529 |D378 |30|0|TEK, TEKE
22321|TEK 466E||Sena  Duru|MKB|Çarşamba |0830/1129 |D380A |40|0|TEK, TEKE
22322|TEK 464E||Özgür  Atalay|MKB|Salı |1330/1629 |D317 |40|0|MKN, TEK, TEKE
22323|TEK 492E||Ömer Berk Berkalp|MKB|---- |/ |--- |100|0|TEK, TEKE
22324|TEK 4901E||Ömer Berk Berkalp|MKB|---- |/ |--- |100|0|TEKE
22325|TEK 4902E||Ömer Berk Berkalp|MKB|---- |/ |--- |100|0|TEKE
22326|JEF 436E||Neslihan  Ocakoğlu Gökaşan|MDB|Perşembe |1330/1629 |--- |10|0|JEF, JEFE, JEFM, PET, PETE
22327|STA 204||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |1130/1429 |D-Z08 |70|0|MTO
22328|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1130/1429 |D215 |40|0|MTO, MTOE, UCK, UCKE, UZB, UZBE
22329|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |1430/1729 |D-Z09 |40|0|MTO, MTOE, UCK, UCKE, UZB, UZBE
22330|MTO 254E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Salı |1430/1729 |D113 |35|0|MTO, MTOE
22331|ISL 114E||Zeynep  Erden Bayazıt|MED|Salı |1430/1629 |A35 |100|0|ISL, ISLE
22332|MTO 223||Barış  Önol|UUB|Cuma |1430/1729 |D113 |35|0|MTO
22333|ISL 214||Suat  Küçükçifçi|MED|Salı |1430/1729 |A36 |50|0|IMLM, ISL
22335|ISL 214E||Raziye  Selim|MED|Salı |1430/1729 |A11 |90|0|ISL, ISLE
22336|ISL 214E||Raziye  Selim|MED|Çarşamba |1130/1429 |A36 |90|0|ISL, ISLE
22337|MTO 461E||Zerefşan  Kaymaz|UUB|Perşembe |1430/1729 |D213 |10|0|MTO, MTOE
22338|ISL 224E|Çevrimiçi/Online|Oktay  Taş|----|Pazartesi |0830/1129 |---- |200|0|END, ENDE, GID, GIDE, IMLE, ISL, ISLE
22339|MTO 462E||Filiz  Türk Katırcıoğlu|UUB|Salı |1430/1729 |D213 |10|0|MTO, MTOE
22340|MAT 271||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |0830/1129 |D214 |40|0|MTO, UCK, UZB
22341|ISL 233E||İbrahim Öner Günçavdı|FEB|Pazartesi |1130/1429 |D104 |80|0|ISL, ISLE, MMD
22342|ISL 234E||Zeynep  Erden Bayazıt|MED|Pazartesi |1430/1729 |A16 |70|0|ECNE, GID, GIDE, ISL, ISLE
22343|ISL 234E||Zeynep  Erden Bayazıt|MED|Salı |1130/1429 |A31 |80|0|ECNE, GID, GIDE, ISL, ISLE
22344|ISL 244E||İpek  İlkkaracan Ajas, Derya  Karakaş|MED|Salı |1430/1729 |A31 |90|0|ISL, ISLE
22345|MTO 344||Şükran Sibel Menteş|UUBUUB|Salı Perşembe |0930/1129 0830/1129 |D215 D210 |60|0|MTO, MTOM
22346|ISL 244E||İpek  İlkkaracan Ajas, Derya  Karakaş|MED|Çarşamba |1130/1429 |A11 |90|0|ISL, ISLE
22347|MTO 460||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |0830/1129 |D113 |10|0|MTO
22348|ISL 343E|Çevrimiçi/Online|Nihan  Yıldırım|----|Perşembe |1430/1729 |---- |200|0|ECNE, ISL, ISLE
22349|MTO 351E||Sevinç  Asilhan, Elçin  Tan|UUB|Salı |1430/1729 |D215 |10|0|MTO, MTOE
22350|ISL 353E||Huriye Şebnem Burnaz|MED|Pazartesi |0830/1129 |A11 |100|0|ECNE, ENTE, EUT, EUTE, ISL, ISLE
22351|MTO 229E||Sevinç  Asilhan|UUB|Perşembe |1130/1429 |D214 |70|0|MTO, MTOM
22352|ISL 354E||Tolga  Kaya|MED|Çarşamba |0830/1129 |A31 |100|0|ISL, ISLE
22353|MTO 340||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Pazartesi Çarşamba |1530/1729 1130/1329 |D109 D113 |35|0|MTO, MTOM
22354|ISL 360E||Kemal Burç Ülengin|MED|Cuma |1400/1759 |A14 |80|0|ISL, ISLE
22355|MTO 338||Ali  Deniz|UUB|Pazartesi |1130/1429 |D210 |70|0|MTO
22356|MTO 459E||Deniz  Demirhan Barı|UUB|Salı |1130/1429 |D109 |10|0|MTO, MTOE
22357|MTO 337E||Elçin  Tan|UUBUUB|Pazartesi Çarşamba |1530/1729 1130/1329 |D110 D214 |35|0|MTO
22358|ISL 363E||İdil Vedia Evcimen|MED|Pazartesi |1430/1729 |A33 |80|0|ISL, ISLE
22359|ISL 364E||Çiçek  Ersoy Kekevi, Özgür  Öztürk|MED|Cuma |0830/1129 |A32 |100|0|ISL, ISLE
22360|ISL 374E||Çiğdem  Kaya Pazarbaşı, Deniz  Tunçalp|MED|Perşembe |1130/1429 |A16 |80|0|ISL, ISLE
22361|ISL 384E|Çevrimiçi/Online|Hatice  Camgöz Akdağ|----|Salı |0830/1129 |---- |200|0|ISL, ISLE
22362|ISL 432E||Tuncay  Özcan|MED|Perşembe |0830/1129 |A11 |100|0|ISL, ISLE
22363|ISL 433||Ulaş  Baysal|MED|Çarşamba |1330/1529 |A13 |100|0|ISL, ISLE
22364|ISL 435E||İpek  İlkkaracan Ajas|MED|Perşembe |1130/1429 |B411 |40|0|ENTE, EUT, EUTE, ISL, ISLE, YZVE
22366|ISL 452E||Cumhur Enis Ekinci|MED|Pazartesi |0830/1129 |B411 |40|0|END, ENDE, ISL, ISLE
22367|ISL 478E||Deniz  Tunçalp|MED|Salı |1430/1729 |B411 |40|0|AIN, BIO, BIOE, BLG, BLGE, BST, CAB, CEB, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMP, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MTR, MUT, MUZ, MUZE, MZT, PEM, PEME, PET, PETE, SBP, SBPE, SES, TEB, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
22368|ISL 492||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|0|ISL
22369|ISL 492E||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|0|ISL, ISLE
22370|ISL 4901||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|0|ISL
22371|ISL 4901E||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|0|ISL, ISLE
